2	0.013509
3	0.056088
4	0.02088
5	0.279677
6	0.045933
7	0.768737
8	0.021415
9	0.291967
10	0.021869
11	7.79616
12	0.01536
13	11.9761
14	0.01162
15	0.370479
16	0.010101
17	67.7938
18	0.011103
19	206.019
20	0.01151
21	0.820374
22	0.012046
23	926.48
24	0.014292
25	34.0461
26	0.017171
27	1.92252
28	0.018315
29	8172.11
30	0.018612
